Plate ID,Reports Count,Plate Issuer,Plate Status,Unique vehicles,Tags,Seen at Whipple,Plate Record Notes,Images,Last Seen,Last Location Seen,Plate,Submit Report
KRH2512 (NY),6,NY - New York,Confirmed ICE,"Gray / grey SUV Ford Explorer,  SUV Ford Explorer, Dark SUV Ford , Light gray / grey SUV Ford Explorer","ICE agent(s) seen in vehicle, Erratic/aggressive driving, Present at raid or abduction, ICE agent(s) seen in vehicle, Present at raid or abduction, Seen with known ICE vehicle, Tinted/blacked-out windows",checked,,"Screenshot 2026-01-06 at 1.09.36 PM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/ZxIMHG_Sg7CIaFsF99aGlQ/vsGrRDb-QbGPF0HrnGc2K1fQknETNiHsE7di0_8d-Ska5VwJiVLqsy-E0DK_xJAGnvrr02QOoct0r7YV5pGWpS1FWh2DEbwScyYyAPugGJ5N2AidNHia_--BduO8S3YIn7jMsJDjJRW9tfhZ0YdfsZSQtkTbD7Qywp5CHeaTq_tlPHucwI29U1OCPa9T7cUm/SPWKuefaLXVTnumxeFDDB7bLw_L0XzUCGWmCtVkWaOU),oPFvfAsjrOQ3412bdVEcqalgETlcasnWcgEpSxaLtZE (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/ZLhin5knjm4yUZfK87oLuA/MzvYeO5ZBcOgrOkKv8pbsT43lcPQzKsGbKtbttOfTdAKkYSG2dkhxc6XeMAqhdPR6sYXICBKxsaSIyWC76FkvzLOaMyolKxlCEMpSQYM5KrML_yRbjOZjfbw-JXLAQrC5xrJx4UbK8YCw-dSXGmYyA/E113FcwYbHqBcRbQTFaso7hxjjyLylhtn7KX3Hwl0vs)",1/6/2026 8:21am,"991 Payne Ave, St Paul, Mn 55130",KRH2512,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KRH2512&prefill_Plate+Issuer=NY%20-%20New%20York
KRHG46 (FL),3,FL - Florida,Confirmed ICE,"   , Gray / grey SUV Jeep ","ICE agent(s) seen in vehicle, Tinted/blacked-out windows",checked,,IMG_2614.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/-5p9pBVZnOJSxPHaPkfEig/hfVwVnEGn9KAP1EowHtnP7rL8KjERczGQYlsHKHVkL7csOgrLNdyqCoCAfsBTH7_ofKVCwTfakVoRHuCcjl39l01v1KsbHg3Qnbh3SV7izb-mROeWMSp2udIIqIfNkOES7Y_CxZDLLFN1pTdFFYIN1pFQMU7xMcmOi5Fv5b9FUI/h82Ji5u9FAQLBqHaUU5lJyhJMCBs3LNT440zyQigF5o),1/15/2026 3:30pm,Whipple,KRHG46,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KRHG46&prefill_Plate+Issuer=FL%20-%20Florida
KRL9854 (OH),2,OH - Ohio,Confirmed ICE,Black SUV Chevrolet (Chevy) Tahoe,"ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, Tinted/blacked-out windows",,,,1/13/2026 8:55pm,"Residence Inn, Duluth, MN",KRL9854,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KRL9854&prefill_Plate+Issuer=OH%20-%20Ohio
KRS971 (MN),1,MN - Minnesota,Highly suspected ICE,Light gray / grey Truck RAM ,,checked,,signal-2026-01-16-134558_011.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/6c2U4sYiJjyClTS3Y5ZHzQ/tHdn_V1Gu_MQmADk3z0p71DRXPV7v7P82KVRHgyt0va_ESZpM5-Su4tmSwwZkK9ETRwflj_uTMY4uFr4syu3iQNNY2-5XWHxd402pBlazfuA7Z22jtBfZYWuJegxA7ECHozyIuF5uxedUjAKIQz-F_VIFUhhgFjvhW2WuOcvlWU5mJlNQiKK8lcDYgJpfTeH/IL3tLUBcyTLqNIhzU3B3pwqWH9Rf5lix-j8xh9c4Z4o),1/16/2026 1:45pm,Whipple,KRS971,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KRS971&prefill_Plate+Issuer=MN%20-%20Minnesota
KRY4452 (NY),1,NY - New York,Highly suspected ICE,Silver SUV Subaru ,,checked,,signal-2026-01-11-085227.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/YcN8LxBHA1Sk9xCt9OGjIQ/mpk3iNta7EuGmepPqFOqpSYPBM46huPnSyaZj2PBiweKmc0IUhHSLvqbnBF-Vc5XVx9oPPV6NZcSsC_gQVQFHb5srXOvXSAjRi2doOhkhHRJ2LW8bq7KuSAkiuLvUROcYA3hl20g3xEDOgOx9hts66ejH6vAxwwzg94uNZV0Z1nQuv15K4zQb-WHUqziyoFA/IM4swnkmDkWbEQTQLo4KDouFMpPTHW38oafusgVjpTw),1/11/2026 8:52am,Whipple,KRY4452,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KRY4452&prefill_Plate+Issuer=NY%20-%20New%20York
KRZ454 (MN),1,MN - Minnesota,Confirmed ICE,Silver Truck RAM 1500,ICE agent(s) seen in vehicle,,,,1/15/2026 9:30pm,46 1/2 ave columbia heights mn,KRZ454,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KRZ454&prefill_Plate+Issuer=MN%20-%20Minnesota
KSA279 (MN),1,MN - Minnesota,Confirmed ICE,Other (describe in notes) Other (describe in notes) Other (describe in notes) Other (describe in notes),ICE agent(s) seen in vehicle,,,,1/9/2026 9:34am,32nd and Nicollet,KSA279,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KSA279&prefill_Plate+Issuer=MN%20-%20Minnesota
KSH2488,6,,Confirmed ICE,"Black SUV Volkswagen (VW) , Dark SUV Volkswagen (VW) , Dark gray / grey SUV Volkswagen (VW) Atlas, Silver  Volkswagen (VW) ","ICE agent(s) seen in vehicle, Missing license plate(s)",checked,,"dfea1772-0a9a-46f6-bd2d-4f908c7cff2f.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/mGxLBlqMSBMygRPLkBpASA/72t6MsF0TPQAV9xfes1dajsmULhyCOwHR83Ew5vXZgjWvzJ4fh4zaZAvn1XWqJdWtgK4UEXgGM7dwwZ-XC5FOk6sc1q7Xt31HzuT4ECEHNMdZLzYBXiMtb6jhXviN1tC7idkfkBsBC66Mjo78IUJShBt8O690UdnePoSPzMdq-tdyFyoxtN81CmFxNabWlDE/4KwHh0ZwwUQ_ky57iP11sDdQFcPLfDKYRvVQvmi4doA),signal-2026-01-13-130152.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/7d9-W9ET1ObUfpJFq3zFzQ/e616mgtA4slMHbnctsgGyA6e2g0CGP-IU8FjVrfK4jtcocxX3vuy4PwhHXJSDoeY3_nE3Q0LtrQdEMiIoEyrRagGsO6ayUYk63GwFbYMW3nXfzcK149HrQVs3pUrlGVVXJ70pw_Yk-mDVvZbPWahIgAid0oQN5tT33MUABqtWxvzW9hOs-QopBCyo-ik-_N3/v9T5VFfbMMceugTuyXg0TyCt4ZXMHJ2p3Rz3-RUO5LE)",1/13/2026 1:01pm,Whipple,KSH2488,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KSH2488
KSJ5277 (NY),2,NY - New York,Highly suspected ICE,"Gray / grey SUV Ford , Dark gray / grey SUV Ford Explorer","Seen in a convoy, Erratic/aggressive driving",checked,,IMG_5784.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/XepNAd4X4Vt-uAN70AKNMQ/l-uMx_9yStWLL5tumQkjgN5h1aoSWQ-WCZoYS_ovIJ3t5mR5pBQgfnG_LHgdA8D_8ZnP9lrqEUu6B7BZGOJFqgp_0ilVU46tiKbPXb2FDEg2TGPJjvOhei76b71b1_qCKv7vIpxlzlXWYANvTmvMMMRQkjxKomVnFCZtFhYEUYE/-Rljzx8gXRjlAHAOm7Exir6O0DrjPvNlg9BSfbKMAXw),1/18/2026 2:45pm,46th & South 18th heading West,KSJ5277,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KSJ5277&prefill_Plate+Issuer=NY%20-%20New%20York
KSJ5300 (NY),6,NY - New York,Confirmed ICE,"Black SUV Ford , Black SUV Ford Expedition, Black SUV Ford Explorer, Dark SUV Ford Explorer",ICE agent(s) seen in vehicle,checked,,"signal-2026-01-09-134657_003.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/TcYY1cVTtVAf4RdtG3mFdw/AtQyWMA86ZzVmdFCfnDQFU3QTALS6-Qb7KeSg8Qvo0C_hB-WLcIOOULDtAgr5mtkxbkMQWVIwbs22aDwS121taqV8hh0r9lSmX9dKAFnuhY0EmfskQsmflJUNEXq_v3VMVaCeLeXIRv8SSa4nxwqtc73SC16i76rVeMevAUcigEncrZqCZX-kvZDbqtYPyaS/G42W6f8GmlEg95Olf7Uvsm3_XZCCxq-0xKn-YznsGBs),KSJ5300-White-jeep-11.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/0udGRhZISw8fEsCtlWhu3Q/yJ0Xg9eFbRpA3LsGT_H7Vc_ipO1Rfoy9af1dSI9A1HBvaV5_oUkftj7AfFuQdQPvx8jxYl9nzvn1ytwjaEKUqWAcdRdHvq6ar3hXwP9kMXB8V1VFFcsyx2coTmlqPA1gcpJgEVQnFQUhtK9Dkl4GCapldo0Ts2Mrue_qlOLKlnxu1f0mN-2u7YJ8va41ih8v/tBe2314S6Huf2c_9W6ynKgoQLT1Gae_hILCQToHu-JI),KSJ5300-White-jeep-11.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/Im7o-yYc-O1o7n3JJLvRNw/Ue0qO9f9-EvKs-rZjdiYudk6yEy08o4DmsNMj5oO5ot8M9fyxpk1T7Ii2d8XqjisJbGTIVYenzRlreTFzDp1n6D7oeKiNTOly9GazoBy_HqzJGkL3SKRZsRcl4t48MsA_GQrpTYV2QRm06Bo67ihemaT-yLAP-LDTbpqDwIeBWB1LXxJ9edxBKwhuumyXb5f/Jyg_HuQ8NkJadwiXF6dvWD2eVhIYtRdZzKzPu51jQD4),signal-2026-01-11-092523_002.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/QM670WriOY4VUtw3v7yT2w/CRhMh6-sYfGEsa0ShpUhS_PuFQkGn39Hfwq-mh7dSYMs7F8rXh84IFUEvpqT-KG31Sc0YH6yxTomEByZbZe0JAcCn7MyMHSL8zSX3egDhhn8ApDlh0cfrCPXVooukn9k9L49yKzfEifAUpbxFHKJ0OZvt_FDLangCpj3ITswSf1B7RkC6bKBhi_UJye9d8_2/xmZOn6Ii_Ec5NxJj38C5_zRZpoUHEL7AoxNjMpeseRU)",1/11/2026 9:25am,Whipple,KSJ5300,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KSJ5300&prefill_Plate+Issuer=NY%20-%20New%20York
KSK2322 (PA),4,PA - Pennsylvania,Confirmed ICE,"Gray / grey SUV Chevrolet (Chevy) Tahoe, Dark  Chevrolet (Chevy) Tahoe, Gray / grey  Chevrolet (Chevy) Tahoe","ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle",checked,,NPS07576.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/HljcK5byofWH7fmMCACixw/KIXg2k7gRGHYFpVGixfnwC8VHIIa9s-eny_MiavxdRzWhduofXMVRsdKTJaKwCc8YcatE3tMj7Tm_r4694GOsA1MOqgusaF3Wk60F8MKT7S4T8CNdLaNngxRSiysrce1vJqANTt5XwOfh9aV697fYQ/DOhd4HFDqFtGt63h_uRO84PMyEblatSeem0dq2XvLLM),1/17/2026 1:30pm,Whipple,KSK2322,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KSK2322&prefill_Plate+Issuer=PA%20-%20Pennsylvania
KSW9790 (NY),1,NY - New York,Highly suspected ICE,Black SUV Ford Edge,,checked,,,1/18/2026 8:25am,Whipple,KSW9790,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KSW9790&prefill_Plate+Issuer=NY%20-%20New%20York
KTB7509,6,,Confirmed ICE,"Silver SUV GMC , Silver SUV  , Silver  GMC , Gray / grey SUV Chevrolet (Chevy) Traverse, White SUV GMC Terrain","ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle",checked,,d267f3b467b2bd35300557215c5ae91d54767c143b38738993f2a8d51a4b7c33.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/EHBKSC7clTRWeT1orgWOZg/_Ws-fjUsFZcuaURXjNa8ppg6W0hTBkBTSVNShPXCCRfqW3bNwUByHOjwjPg9A0QTeIyncy7UFnO8s1uxyCUt0lYWnHAtzLPo73HFWipQlWqZ3UzvmNTQAXrLjEKZiY7dw89tL73iKmh_iPb9Ey6JBSNR0ajFjVT5PU99dV0GMF5X66-eqdNpIDOSV6Vb8Klk8IoAfEko5w3P7MrE8UWZbsL7a_udbWAH3QNgPBMLZb8/vF04sKGTAvtWkpB8_cDIEeXOtQKiy9o2GjqgX2BjTS4),1/11/2026 5:00pm,Whipple,KTB7509,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTB7509
KTP2973,1,,Highly suspected ICE,   ,,checked,,,1/8/2026 2:39pm,Whipple,KTP2973,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTP2973
KTR6002 (TX),0,TX - Texas,Confirmed ICE,Dark gray / grey SUV Ford Yukon,ICE agent(s) seen in vehicle,,,,,,KTR6002,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTR6002&prefill_Plate+Issuer=TX%20-%20Texas
KTS566 (MN),1,MN - Minnesota,Highly suspected ICE,   ,,checked,,,1/4/2026 6:55am,Whipple,KTS566,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTS566&prefill_Plate+Issuer=MN%20-%20Minnesota
KTS8556 (OH),11,OH - Ohio,Confirmed ICE," SUV Dodge Durango, Dark gray / grey SUV Dodge Durango, Other (describe in notes)  Dodge Durango, Gray / grey SUV Dodge Durango, Black SUV Dodge Durango, Black SUV  , Black  Dodge Durango,    ","Present at raid or abduction, Seen with known ICE vehicle, ICE agent(s) seen in vehicle",checked,,,1/4/2026 7:00pm,passed N lot,KTS8556,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTS8556&prefill_Plate+Issuer=OH%20-%20Ohio
KTS8615 (OH),2,OH - Ohio,Highly suspected ICE,"Light gray / grey SUV Hyundai Santa Fe,  SUV Hyundai Santa Fe",Tinted/blacked-out windows,checked,,signal-2026-01-18-082534_002.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/_6Svr8_cnaXiROi-ZMqjLA/ocl5ScqLyGTFL0602LSdsaiBq4Rmq0-gq9ykB6QxELim5sMFvFa-rnBkcLswQBWcYP2003hc16tTExqG9AtUcYiwCQ7Yxo3Zi0gjAKsBdqhEELnZD_Jv0921DCSfAA5HF8HemeMsGIHbuAgFm5LpcYl7hcg4l8jtyjz6rssvprKO6ZwuvuYCBvpAyrynGSyG/8ziVJ5jk2FU9qWZAVQvBQlXwUDmaHKamTqXt-8ymQ80),1/18/2026 8:17am,Whipple,KTS8615,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTS8615&prefill_Plate+Issuer=OH%20-%20Ohio
KTS8938 (OH),1,OH - Ohio,Highly suspected ICE,Gray / grey SUV Chevrolet (Chevy) Equinox,,checked,,signal-2026-01-16-121600_008.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/QyN67CTK5XJCWl8h6_P43A/Rxb8Kfo0ADB97U3bkiVnnqdaF_qq4CA1ZMEL8sHd1ZTu1EJBJl5KdEyGfUGfrTV2-7pA0yl3tRWQ87jRUHlbay-Cu7jP59eordVQLgAosU3XPm6n0ukZusyWuSIOxEWE4S0sq2wFERo_5oWbCoHOXsaP3nPjKGipWd4uZAyFfwbVkiav3bFGEp8z6XLf1T01/AXCfYes04yf9-PK1c0YQSC4HTEruNhf73evYm7W0ul0),1/16/2026 12:16pm,Whipple,KTS8938,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTS8938&prefill_Plate+Issuer=OH%20-%20Ohio
KTY4462 (NY),3,NY - New York,Confirmed ICE,"Black SUV Ford Explorer, Black  Ford Explorer","ICE agent(s) seen in vehicle, Seen in a convoy, Tinted/blacked-out windows",checked,,,1/18/2026 12:00pm,Columbia Heights,KTY4462,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTY4462&prefill_Plate+Issuer=NY%20-%20New%20York
KTY7028 (NY),6,NY - New York,Confirmed ICE,"   , Black SUV Chevrolet (Chevy) Suburban, Dark SUV Chevrolet (Chevy) Suburban","ICE agent(s) seen in vehicle, Present at raid or abduction, ICE agent(s) seen in vehicle, Missing license plate(s)",checked,,"Screenshot 2026-01-12 at 11.35.01 AM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/Gqx5tXRIyRVfd3JTzWh-Rw/8sWzUxLym0E2-MVDpHS0BH68zdodvSPmR6G_NimLcFwBpz83MPndhBKmihdoWqz1AuHoqFhj_5G-GLYYAQAcNu1yfsAZic4wF9cAqDWTrj8JG4e2hsLH6obv6lm8CGB607dS2ADncc_jUotbOuw7wtv49dY3UdBbdRg7VNv278CAbti1wWCfgXIxTwZxG3KX/7cxVb52PXlgaiNtY7iXs9n9A90-qQmzd32q38Emfvog),ed549299668d6bb545528d92afc56ee4b95852875452f06354714b4eddecd147.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/UIuVGlYJDxfzHi1FJ6faew/YUrxDX1U9AhZtxuW4WRZ3vRBa9jPgxP3fk1q4QHt-cdERR0aF-4riK3xlbbsZe6qitSaJcePWXg_KoHmtiK7hk366uboqJLdr5q8yvUjxFWIfnp_j6aBpMfXahDN6YLqYY3EgR0161rVWUp5yzePdPPp6eyhXCuHlYkL4Sysudom0araB-FnpNQOqcOhmUgGOVCdIR0GQtNgsU-8ijdTu267_aWQiSdgILgPUmmbB1k/xobUZyval0OAuSFGSiy6qCOH9Q4rG7ojl5aCPExQSrw),69371f704133edfae59da240f4336c488bcdf490e5c8875f95c94687cae4a621.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/ag6Xx-xtFNbRuWXUI9UUPQ/-SEhVAcazfkUQaIq-Hn4o-LrEAp1mur1rLUt03NmF5K7XtxMUGBLhyJWKoBGTW1xXVDvizd2qk_beidXBlZBVUJPKn-NAJxImZ6jZvcQ74wyYVjZZrqqqWDyBhpGw_qQ0twziu73wkTNzcWUF65Ot-P84IUby22Qsp1VqtuAtIdTfW7c_QFDVJZqA8PyiOFS8TZwc5GTOylrDxVmRgkmE0SAtvBDuThmNQJuAnaV7Fo/IhTr1XhS9IlaGDjS55gKoHkQZhucvecPCskc4Uu_HY4),signal-2026-01-16-132025_003.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/Pi1kwru9FxeBZ5VVv4A9TA/kxgGQpyAiCxlxH0A5s5je8gO0iJbzVFNVd7fiTbHQBrwRq9_Ff9iQp0P7ev6Fz3ovzjVZ_QxjIuaswL_7cC-D60HjTolt1TDr2NWO9fFhzOqtfHtTYseDmloz-u2JukCgcNQJSzw2uy1Gp20BhPozdjhhrL3jQAZYbvl2-uLbIj4gYq39CwKblsuisrsu2ZL/WlaEp6t_kMhK6Rz_9imMCsd6nxxTPucivwgxOPs4xFg)",1/16/2026 1:20pm,Whipple,KTY7028,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KTY7028&prefill_Plate+Issuer=NY%20-%20New%20York
KUB321 (MN),1,MN - Minnesota,Confirmed ICE,Black Truck RAM ,ICE agent(s) seen in vehicle,checked,,,1/8/2026 2:39pm,Whipple,KUB321,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KUB321&prefill_Plate+Issuer=MN%20-%20Minnesota
KUG767 (MN),5,MN - Minnesota,Confirmed ICE,"Black Sedan Nissan Altima, Black SUV Nissan Altima, Black SUV Nissan Ultima, Dark Sedan Nissan Altima","Seen in a convoy, ICE agent(s) seen in vehicle, Seen in a convoy, Seen in a convoy, Seen in a convoy",checked,,IMG_8493.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/ivEWSLZac58nUuCrDK_afA/Ya5_CRU8gUJVf54NQovBFOQX7AX_lOyqf45NIsq_gcv1Px5qh5bUOK8Nm7aF3oDJFmjoFM-pHwYRetEF7laNFF7tekrl9PUjNrDF4O5X-9SaQCDc2C0cmLIdb2D7epFCZLgwmvtno_FHllhsQeE2OQfe8kbJSMhSI5B8Wg9bZ_E/5XjAqm62fS_7kJ6KFBrTlZYAI3G_rfONvIDZXRNShd8),1/16/2026 11:15am,Whipple,KUG767,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KUG767&prefill_Plate+Issuer=MN%20-%20Minnesota
KUH193 (MN),1,MN - Minnesota,Confirmed ICE,Blue Minivan Dodge Grand Caravan,ICE agent(s) seen in vehicle,checked,,,1/11/2026 1:30pm,Whipple,KUH193,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KUH193&prefill_Plate+Issuer=MN%20-%20Minnesota
KUN422 (MN),1,MN - Minnesota,Highly suspected ICE,Blue SUV Ford ,Present at raid or abduction,,,,12/29/2025 2:00pm,Minntonka,KUN422,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KUN422&prefill_Plate+Issuer=MN%20-%20Minnesota
KUV045 (MN),8,MN - Minnesota,Confirmed ICE,"Black SUV Chevrolet (Chevy) Traverse,    , Black SUV Chevrolet (Chevy) Trailblazer","ICE agent(s) seen in vehicle, ""Intimidation (observing, filming, etc.)"", Tinted/blacked-out windows",checked,Also entered as KUV405,"signal-2026-01-06-113533_002.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/w2qbVcxEo8eNiQewqcirIA/nZz1kzTpfOmg2fSbfi8yjqJBGXGAFBh5wVOOnLsd471YD9U3SOqtq4jdIxpQcFdy66J3YJB-dpu6LloxhMCbS-LmIpCT6_VlDLXYD2X460aetwXzYjIKDeFgRckttgKhkDBLI0uyvYhui9GI0K7lFrzjJlDY0dTNFLWDcTDgU1d0J8KBscv6Xx4c80SfO9P6/yj5937vcB4-9EQfaTkhFNt59ZD-oYHVySQgvBvYIc_g),Screenshot 2026-01-11 at 2.46.44 PM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/UYncexexn8zRc0vNw59XTg/kKfzB9DZDQTQo-qPZs4BKIjcSJnfofySRGmCw66lWi5B-L4CXG4SwzW7_twwAwK3qMRn-YWSVY7Y29U9AOvvdENmyRzy8XZwmgTX-iGf8ziDO-VEcfoyImjcNJcRSZAmeVMDZ8GYVW5eQ_ILtTPRRI7LU6jvT6ffNRxTIAhFXdagl40FupN0RnRDWPdl6PRM/w09WgFIyb3iwTNGxP-7Glb8UUBkSjB3ClywNgEZrcEE),7266b927f2de4d5cbb772b3953f9999715ee697072ebd29817c99dd263df799a.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/EwhEnITx2aUNpywyfNum4Q/NDev3cfCHEGDpOInKn7NbkuySVOngJnLZrU8tKjrTDzKHsLPVzFKnhZ3x_1Tbpvm1FY4UL00L0pRLnQr-26vVquAXVojAdUn_Sv92C1j64q3eqDduwlZ7j439PCQcSy-lx8VmFht5hcoOgrNesdtsMatN7hdv1YRQiXmjOYRlT8f7qKExhY0ds7XEZZPN75jhVGGxpsMgCByvi4CoIiAKisQNkF9HAFwsoD1M2UjKyI/eNbZRLgdr5sdh_rmHYdKM1DC-iUGaf3wmzbTf-Wb0Iw)",1/13/2026 4:00pm,Whipple,KUV045,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KUV045&prefill_Plate+Issuer=MN%20-%20Minnesota
KUV836 (MN),1,MN - Minnesota,Confirmed ICE,Gray / grey Truck Toyota Tacoma,ICE agent(s) seen in vehicle,checked,,,1/17/2026 2:09pm,,KUV836,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KUV836&prefill_Plate+Issuer=MN%20-%20Minnesota
KUY045 (MN),1,MN - Minnesota,Confirmed ICE,Black SUV Chevrolet (Chevy) Traverse,"ICE agent(s) seen in vehicle, Involved in abduction, Seen in a convoy, Present at raid or abduction",,,,11/18/2025 10:00am,BRO TEX,KUY045,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KUY045&prefill_Plate+Issuer=MN%20-%20Minnesota
KVC7253 (NY),6,NY - New York,Confirmed ICE,"Black SUV Ford , Black  Ford Expedition, Black   , Black SUV  , Black  Ford , Dark gray / grey SUV Ford Explorer","ICE agent(s) seen in vehicle, Present at raid or abduction, ICE agent(s) seen in vehicle, Present at raid or abduction, Seen with known ICE vehicle, Tinted/blacked-out windows",checked,,c00UpbCuUE_6LVque9nuSTmxDVd025dlDNsQAwN4zyg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/k6yVrFpQP-V2Zgdwkdij0Q/4q2PbmihMhv-W4VWp3jKIP4vLDYm1mqcIyk-lhFlfgwzfUTB97Q5dtstIJR0ndsUUEtUVSefnLhEHDi-ma3YpMchF5NzAx1x0ee8KkPgqzDu_g6pdbkhM2fGQkZkKcWGeY2jwmzK6Hyd19UU0ADvcw/K2NvLFqzXBEhcmUyCtKg3RE7fVQd-h7pXnD9l9rs9QU),1/6/2026 8:05am,"991 Payne Ave, St Paul, Mn 55130",KVC7253,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KVC7253&prefill_Plate+Issuer=NY%20-%20New%20York
